EMPRESA_JUNIOR,FEDERACAO,ANO_FEDERACAO,CLUSTER_2018,CLUSTER_2019,AC,TEMPO_MEDIO_DIAS,FATURAMENTO,N_MEMBROS_PROJETO,NPS,ESTADO,CIDADE,UNIVERSIDADE,MEMBROS,ID
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,950.00,4,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,400.00,3,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,500.00,3,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,600.00,3,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,850.00,2,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,550.00,3,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,450.00,1,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,4000.00,3,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,400.00,2,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,900.00,3,N/A,MG,São João del Rei,UFSJ,18,412
Ejel - Consultoria e Projetos Elétricos Jr.,FEJEMG,2012,1,2,Não,22.81,450.00,2,N/A,MG,São João del Rei,UFSJ,18,412
Mecatron Projetos e Consultoria Jr.,FEJESP,2002,4,2,Não,59.75,2000.00,1,8,SP,Campinas,UNICAMP,15,119
Mecatron Projetos e Consultoria Jr.,FEJESP,2002,4,2,Não,59.75,11000.00,3,N/A,SP,Campinas,UNICAMP,15,119
Mecatron Projetos e Consultoria Jr.,FEJESP,2002,4,2,Não,59.75,8000.00,2,N/A,SP,Campinas,UNICAMP,15,119
Mecatron Projetos e Consultoria Jr.,FEJESP,2002,4,2,Não,59.75,4500.00,2,N/A,SP,Campinas,UNICAMP,15,119
Mecatron Projetos e Consultoria Jr.,FEJESP,2002,4,2,Não,59.75,9800.00,2,N/A,SP,Campinas,UNICAMP,15,119
Mecatron Projetos e Consultoria Jr.,FEJESP,2002,4,2,Não,59.75,9200.00,2,N/A,SP,Campinas,UNICAMP,15,119
Mecatron Projetos e Consultoria Jr.,FEJESP,2002,4,2,Não,59.75,23500.00,4,N/A,SP,Campinas,UNICAMP,15,119
Minas Júnior Consultoria Mineral,FEJEMG,2015,1,2,Não,4.68,357.00,2,N/A,MG,Belo Horizonte,UFMG,39,445
Minas Júnior Consultoria Mineral,FEJEMG,2015,1,2,Não,4.68,2862.00,3,N/A,MG,Belo Horizonte,UFMG,39,445
Minas Júnior Consultoria Mineral,FEJEMG,2015,1,2,Não,4.68,550.00,2,N/A,MG,Belo Horizonte,UFMG,39,445
Minas Júnior Consultoria Mineral,FEJEMG,2015,1,2,Não,4.68,1194.50,4,N/A,MG,Belo Horizonte,UFMG,39,445
Minas Júnior Consultoria Mineral,FEJEMG,2015,1,2,Não,4.68,16644.00,9,N/A,MG,Belo Horizonte,UFMG,39,445
Minas Júnior Consultoria Mineral,FEJEMG,2015,1,2,Não,4.68,595.35,3,N/A,MG,Belo Horizonte,UFMG,39,445
Minas Júnior Consultoria Mineral,FEJEMG,2015,1,2,Não,4.68,737.00,3,N/A,MG,Belo Horizonte,UFMG,39,445
Minas Júnior Consultoria Mineral,FEJEMG,2015,1,2,Não,4.68,1194.50,4,N/A,MG,Belo Horizonte,UFMG,39,445
Jurisconsultus,FEJESP,2019,N/A,N/A,Não,22,30.00,1,N/A,SP,,Universidade de São Paulo,15,1342
Jurisconsultus,FEJESP,2019,N/A,N/A,Não,22,1800.00,5,N/A,SP,,Universidade de São Paulo,15,1342
Engene Jr,FEJECE,2018,N/A,1,Não,75,400.00,4,N/A,CE,Acarapé,Unilab,21,1031
Engene Jr,FEJECE,2018,N/A,1,Não,75,16403.96,4,N/A,CE,Acarapé,Unilab,21,1031
Emzootec Júnior ,FEJECE,2017,2,1,Não,9.5,700.00,3,9,CE,,UFC,8,591
Emzootec Júnior ,FEJECE,2017,2,1,Não,9.5,250.00,4,10,CE,,UFC,8,591
Atlas Soluções em Tecnologia,FEJEMG,2018,N/A,1,Não,65.25,2304.00,1,N/A,MG,,UNIFEI,31,917
Atlas Soluções em Tecnologia,FEJEMG,2018,N/A,1,Não,65.25,10950.00,10,N/A,MG,,UNIFEI,31,917
Atlas Soluções em Tecnologia,FEJEMG,2018,N/A,1,Não,65.25,3105.00,2,N/A,MG,,UNIFEI,31,917
Atlas Soluções em Tecnologia,FEJEMG,2018,N/A,1,Não,65.25,350.00,3,N/A,MG,,UNIFEI,31,917
Atlas Soluções em Tecnologia,FEJEMG,2018,N/A,1,Não,65.25,350.00,3,N/A,MG,,UNIFEI,31,917
Atlas Soluções em Tecnologia,FEJEMG,2018,N/A,1,Não,65.25,350.00,3,N/A,MG,,UNIFEI,31,917
EMVEP jr.,FEJESP,2018,N/A,1,Não,27.75,1060.00,5,N/A,SP,,Universidade de São Paulo,18,910
EMVEP jr.,FEJESP,2018,N/A,1,Não,27.75,270.00,3,N/A,SP,,Universidade de São Paulo,18,910
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,578.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,2550.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,167.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,900.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,620.00,2,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,6650.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,830.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,1662.00,2,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,1316.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,1900.00,3,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,58.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,65.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,221.00,2,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,470.00,2,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,294.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,1680.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,58.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,352.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,155.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,62.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,434.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,506.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,610.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,117.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,575.00,2,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,1315.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,2550.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,639.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,594.00,1,N/A,RJ,Niterói,UFF,22,382
P&Q Engenharia Jr,RioJunior,2015,3,5,Não,19,836.00,1,N/A,RJ,Niterói,UFF,22,382
CONSET,FEJEPAR,2012,1,1,Não,11.07,2670.00,3,N/A,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,215.60,1,N/A,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,32.50,1,N/A,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,160.00,4,N/A,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,150.00,2,N/A,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,950.00,4,N/A,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,90.00,2,10,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,120.00,2,10,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,440.00,3,10,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,2500.00,13,N/A,PR,Maringá,UEM,24,315
CONSET,FEJEPAR,2012,1,1,Não,11.07,120.00,3,N/A,PR,Maringá,UEM,24,315
Konsili Jr,Pará Júnior,2018,N/A,1,Não,15,600.00,5,N/A,PA,Belém,Universidade federal do pará,19,1153
Konsili Jr,Pará Júnior,2018,N/A,1,Não,15,258.00,5,N/A,PA,Belém,Universidade federal do pará,19,1153
Konsili Jr,Pará Júnior,2018,N/A,1,Não,15,572.73,4,N/A,PA,Belém,Universidade federal do pará,19,1153
Quatro Elementos,RN Júnior,2016,2,1,Não,99,1500.00,12,N/A,RN,Mossoró,Universidade Federal Rural do Semi-Árido,16,373
Mauá Jr.,FEJESP,2015,4,4,Não,24.71,4399.74,2,N/A,SP,São Caetano do Sul,Instituto Mauá de Tecnologia,25,166
Mauá Jr.,FEJESP,2015,4,4,Não,24.71,1500.00,2,N/A,SP,São Caetano do Sul,Instituto Mauá de Tecnologia,25,166
Mauá Jr.,FEJESP,2015,4,4,Não,24.71,728.96,2,N/A,SP,São Caetano do Sul,Instituto Mauá de Tecnologia,25,166
Mauá Jr.,FEJESP,2015,4,4,Não,24.71,3650.00,2,N/A,SP,São Caetano do Sul,Instituto Mauá de Tecnologia,25,166
Mauá Jr.,FEJESP,2015,4,4,Não,24.71,2249.47,1,N/A,SP,São Caetano do Sul,Instituto Mauá de Tecnologia,25,166
Mauá Jr.,FEJESP,2015,4,4,Não,24.71,25657.62,8,N/A,SP,São Caetano do Sul,Instituto Mauá de Tecnologia,25,166
Conalimentos Jr,FEJECE,2014,2,3,Não,4.07,500.00,1,8,CE,Fortaleza,UFC,26,488
Conalimentos Jr,FEJECE,2014,2,3,Não,4.07,500.00,1,8,CE,Fortaleza,UFC,26,488
Conalimentos Jr,FEJECE,2014,2,3,Não,4.07,245.00,3,10,CE,Fortaleza,UFC,26,488
Conalimentos Jr,FEJECE,2014,2,3,Não,4.07,70.00,1,10,CE,Fortaleza,UFC,26,488
Conalimentos Jr,FEJECE,2014,2,3,Não,4.07,308.00,3,9,CE,Fortaleza,UFC,26,488
Conalimentos Jr,FEJECE,2014,2,3,Não,4.07,260.00,2,10,CE,Fortaleza,UFC,26,488
Conalimentos Jr,FEJECE,2014,2,3,Não,4.07,34620.26,13,N/A,CE,Fortaleza,UFC,26,488
ENEjr,FEJESC,2013,5,3,Não,34.29,1500.00,1,10,SC,Araranguá,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,190
ENEjr,FEJESC,2013,5,3,Não,34.29,3000.00,1,9,SC,Araranguá,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,190
ENEjr,FEJESC,2013,5,3,Não,34.29,2421.00,1,8,SC,Araranguá,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,190
ENEjr,FEJESC,2013,5,3,Não,34.29,5100.00,2,N/A,SC,Araranguá,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,190
ENEjr,FEJESC,2013,5,3,Não,34.29,2100.00,1,N/A,SC,Araranguá,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,190
ENEjr,FEJESC,2013,5,3,Não,34.29,2800.00,2,N/A,SC,Araranguá,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,190
Agrocon Júnior,PB Júnior,2016,2,1,Não,30,250.00,3,N/A,PB,Bananeiras,UFPB,8,471
Agrocon Júnior,PB Júnior,2016,2,1,Não,30,250.00,3,N/A,PB,Bananeiras,UFPB,8,471
Agrocon Júnior,PB Júnior,2016,2,1,Não,30,250.00,3,N/A,PB,Bananeiras,UFPB,8,471
Matriz Engenharia de Energia,Concentro,2016,1,1,Não,12.75,500.00,2,N/A,DF,Brasília,UnB,30,87
Matriz Engenharia de Energia,Concentro,2016,1,1,Não,12.75,695.70,1,N/A,DF,Brasília,UnB,30,87
Matriz Engenharia de Energia,Concentro,2016,1,1,Não,12.75,990.00,4,N/A,DF,Brasília,UnB,30,87
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,620.00,11,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,240.00,2,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,1650.00,4,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,2820.00,9,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,1750.00,2,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,940.00,5,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,70.00,2,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,455.00,4,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,3320.00,4,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,1500.00,4,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,2200.00,14,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,450.00,4,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,400.00,4,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,65.00,1,10,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,965.00,6,7,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,1055.00,6,7,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,260.00,3,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,535.00,4,7,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,70.00,2,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,170.00,4,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,275.00,4,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,70.00,2,N/A,DF,Brasília,UnB,37,71
Nutrir - Consultoria em Nutrição,Concentro,2010,2,2,Não,14.93,70.00,2,N/A,DF,Brasília,UnB,37,71
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,1874.80,5,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,3122.97,6,10,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,2176.00,5,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,200.00,1,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,1474.35,3,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,300.00,5,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,4446.00,3,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,652.62,3,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,1839.10,2,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,964.95,2,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,2683.33,2,N/A,MG,Lavras,UFLA,28,420
Consea Júnior ,FEJEMG,2016,3,2,Não,33.67,1788.96,5,N/A,MG,Lavras,UFLA,28,420
Cia Júnior Consultoria,UNIJr-BA,1996,1,1,Não,16.1,850.00,3,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,26,457
Cia Júnior Consultoria,UNIJr-BA,1996,1,1,Não,16.1,800.00,2,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,26,457
Cia Júnior Consultoria,UNIJr-BA,1996,1,1,Não,16.1,2000.00,5,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,26,457
Cia Júnior Consultoria,UNIJr-BA,1996,1,1,Não,16.1,1900.00,4,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,26,457
Cia Júnior Consultoria,UNIJr-BA,1996,1,1,Não,16.1,900.00,2,N/A,BA,Ilhéus,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,26,457
Voltech Projetos e Consultoria Junior,PB Júnior,2018,N/A,1,Não,27.67,2625.00,8,N/A,PB,,UFCG,20,1203
Voltech Projetos e Consultoria Junior,PB Júnior,2018,N/A,1,Não,27.67,21703.00,5,N/A,PB,,UFCG,20,1203
Voltech Projetos e Consultoria Junior,PB Júnior,2018,N/A,1,Não,27.67,500.00,6,N/A,PB,,UFCG,20,1203
Voltech Projetos e Consultoria Junior,PB Júnior,2018,N/A,1,Não,27.67,8900.00,9,N/A,PB,,UFCG,20,1203
CLÍNQUER,UNIJr-BA,2016,1,1,Não,22.14,640.00,2,10,BA,Salvador,UNIVERSIDADE CATÓLICA DE SALVADOR,17,299
CLÍNQUER,UNIJr-BA,2016,1,1,Não,22.14,229.51,2,10,BA,Salvador,UNIVERSIDADE CATÓLICA DE SALVADOR,17,299
CLÍNQUER,UNIJr-BA,2016,1,1,Não,22.14,770.31,2,10,BA,Salvador,UNIVERSIDADE CATÓLICA DE SALVADOR,17,299
CLÍNQUER,UNIJr-BA,2016,1,1,Não,22.14,640.00,2,10,BA,Salvador,UNIVERSIDADE CATÓLICA DE SALVADOR,17,299
CLÍNQUER,UNIJr-BA,2016,1,1,Não,22.14,1105.50,2,N/A,BA,Salvador,UNIVERSIDADE CATÓLICA DE SALVADOR,17,299
CLÍNQUER,UNIJr-BA,2016,1,1,Não,22.14,802.90,2,N/A,BA,Salvador,UNIVERSIDADE CATÓLICA DE SALVADOR,17,299
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,5415.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1800.00,3,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,500.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,840.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,2000.00,1,9,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,3975.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,900.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,550.00,2,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,850.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,2000.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,500.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,320.00,1,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,2350.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,300.00,1,8,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1500.00,2,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1900.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,300.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,2900.00,2,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1720.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1150.00,1,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1050.00,1,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1900.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,720.00,1,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1400.00,1,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,300.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,5450.00,4,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,800.00,1,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1350.00,1,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,3825.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1300.00,1,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,2850.00,2,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,4200.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1320.00,3,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1900.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,300.00,2,10,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1200.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,3200.00,3,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,420.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,400.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,150.00,1,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,1500.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,3400.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,3000.00,2,N/A,AL,Maceió,Universidade Federal de Alagoas,31,67
EJEC - Arquitetura e Engenharia Civil,FEJEA,2009,5,5,Não,34.95,4050.00,2,10,AL,Maceió,Universidade Federal de Alagoas,31,67
I9 Engenharia Jr.,FEJEA,2016,2,3,Não,71.43,315.00,2,N/A,AL,Delmiro Gouveia,Universidade Federal de Alagoas,21,396
I9 Engenharia Jr.,FEJEA,2016,2,3,Não,71.43,460.00,1,N/A,AL,Delmiro Gouveia,Universidade Federal de Alagoas,21,396
