EMPRESA_JUNIOR,FEDERACAO,ANO_FEDERACAO,CLUSTER_2018,CLUSTER_2019,AC,TEMPO_MEDIO_DIAS,FATURAMENTO,N_MEMBROS_PROJETO,NPS,ESTADO,CIDADE,UNIVERSIDADE,MEMBROS,ID,ACAO_COMPARTILHADA,MES
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,60.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,4
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,60.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,4
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,20.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,4
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,60.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,4
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,875.00,5,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,5
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,60.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,5
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,50.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,4
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,60.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,6
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,60.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,6
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,60.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,6
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,100.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,6
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,562.90,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,6
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,100.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,7
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,185.00,1,10,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,3
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,50.00,1,8,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,3
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,50.00,1,9,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,3
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,50.00,1,9,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,3
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,20.00,1,10,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,3
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,100.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,6
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,3400.00,9,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,7
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,820.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,7
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,100.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,7
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,50.00,1,10,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,3
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,458.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,6
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,1500.00,7,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,8
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,100.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,7
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,1400.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,8
ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,RN Júnior,2018,N/A,2,Não,7.25,2160.00,1,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,22,1161,Não,8
Soluções Consultoria,FEJEMG,2007,3,4,Não,41.36,4224.91,3,N/A,MG,Viçosa,UFV,24,55,Não,5
Soluções Consultoria,FEJEMG,2007,3,4,Não,41.36,400.00,2,10,MG,Viçosa,UFV,24,55,Não,5
Soluções Consultoria,FEJEMG,2007,3,4,Não,41.36,3000.00,3,N/A,MG,Viçosa,UFV,24,55,Não,5
Soluções Consultoria,FEJEMG,2007,3,4,Não,41.36,2472.50,2,N/A,MG,Viçosa,UFV,24,55,Não,2
Soluções Consultoria,FEJEMG,2007,3,4,Não,41.36,2100.00,2,N/A,MG,Viçosa,UFV,24,55,Não,6
Soluções Consultoria,FEJEMG,2007,3,4,Não,41.36,1200.00,4,N/A,MG,Viçosa,UFV,24,55,Não,5
Soluções Consultoria,FEJEMG,2007,3,4,Não,41.36,800.00,2,N/A,MG,Viçosa,UFV,24,55,Não,6
Soluções Consultoria,FEJEMG,2007,3,4,Não,41.36,1450.00,2,N/A,MG,Viçosa,UFV,24,55,Não,6
EJESAM,FEJESC,2008,1,2,Não,46.13,500.00,2,9,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Não,1
EJESAM,FEJESC,2008,1,2,Não,46.13,2350.00,4,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Não,3
EJESAM,FEJESC,2008,1,2,Não,46.13,760.00,2,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Não,4
EJESAM,FEJESC,2008,1,2,Não,46.13,1600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Sim,5
EJESAM,FEJESC,2008,1,2,Não,46.13,1600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Sim,5
EJESAM,FEJESC,2008,1,2,Não,46.13,1600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Sim,5
EJESAM,FEJESC,2008,1,2,Não,46.13,1600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Sim,5
EJESAM,FEJESC,2008,1,2,Não,46.13,1600.00,1,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Sim,5
EJESAM,FEJESC,2008,1,2,Não,46.13,280.00,2,9,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Não,6
EJESAM,FEJESC,2008,1,2,Não,46.13,860.00,2,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Não,7
EJESAM,FEJESC,2008,1,2,Não,46.13,3045.00,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Não,7
EJESAM,FEJESC,2008,1,2,Não,46.13,2934.80,3,N/A,SC,Florianópolis,UNIVERSIDADE FEDERAL DE SANTA CATARINA,19,48,Não,7
Biotec Júnior,FEJESP,2014,2,3,Não,39.33,204.03,2,N/A,SP,Assis,UNESP,34,130,Não,1
Biotec Júnior,FEJESP,2014,2,3,Não,39.33,6074.76,12,N/A,SP,Assis,UNESP,34,130,Não,2
Biotec Júnior,FEJESP,2014,2,3,Não,39.33,241.08,8,N/A,SP,Assis,UNESP,34,130,Não,6
Biotec Júnior,FEJESP,2014,2,3,Não,39.33,277.41,9,N/A,SP,Assis,UNESP,34,130,Não,6
Biotec Júnior,FEJESP,2014,2,3,Não,39.33,533.30,2,N/A,SP,Assis,UNESP,34,130,Não,7
Humaniza Consultoria Júnior em Gestão de Pessoas,Goiás Júnior,2012,1,1,Não,13.33,70.00,4,N/A,GO,Jataí,Universidade Federal de Goiás,6,164,Não,4
Humaniza Consultoria Júnior em Gestão de Pessoas,Goiás Júnior,2012,1,1,Não,13.33,100.00,4,6,GO,Jataí,Universidade Federal de Goiás,6,164,Não,7
Humaniza Consultoria Júnior em Gestão de Pessoas,Goiás Júnior,2012,1,1,Não,13.33,100.00,3,8,GO,Jataí,Universidade Federal de Goiás,6,164,Não,5
AZTEC,Juniores,2018,N/A,1,Não,72.5,4560.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,11,1229,Sim,7
AZTEC,Juniores,2018,N/A,1,Não,72.5,500.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,11,1229,Sim,8
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,552.00,3,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,1
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,324.00,2,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Sim,2
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,840.00,1,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,2
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,720.00,2,8,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,3
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,396.00,4,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,3
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,2685.90,4,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,4
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,504.00,4,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,4
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,72.00,1,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,6
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,120.00,2,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,7
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,96.00,1,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,7
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,96.00,2,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,7
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,72.00,2,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,7
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,216.00,1,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,7
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,490.00,1,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,7
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,96.00,1,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Sim,8
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,1286.70,3,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Sim,8
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,638.50,4,N/A,AM,Manaus,Universidade Federal do Amazonas,12,791,Sim,7
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,615.90,1,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Não,8
Arco - Consultoria em Arquitetura e Design,Baré Júnior,2017,1,2,Não,15.58,600.00,2,10,AM,Manaus,Universidade Federal do Amazonas,12,791,Sim,5
JekuaAve ,FEJEMS,2017,1,1,Não,7,1700.00,6,N/A,MS,Ponta Porã,UNIVERSIDADE ESTADUAL DO MATO GROSSO DO SUL,8,714,Sim,7
JEF - CONSULTORIA TECNOLÓGICA,FEJEMS,2017,1,1,Não,20,300.00,2,N/A,MS,Dourados,UNIVERSIDADE ESTADUAL DO MATO GROSSO DO SUL,8,687,Não,8
Inovagro Jr,FEJEPE,2017,1,1,Não,43.57,188.20,2,10,PE,Recife,UFRPE,13,740,Não,1
Inovagro Jr,FEJEPE,2017,1,1,Não,43.57,1190.00,2,N/A,PE,Recife,UFRPE,13,740,Não,1
Inovagro Jr,FEJEPE,2017,1,1,Não,43.57,750.00,2,7,PE,Recife,UFRPE,13,740,Não,2
Inovagro Jr,FEJEPE,2017,1,1,Não,43.57,640.46,3,N/A,PE,Recife,UFRPE,13,740,Não,2
Inovagro Jr,FEJEPE,2017,1,1,Não,43.57,717.00,2,10,PE,Recife,UFRPE,13,740,Não,3
Inovagro Jr,FEJEPE,2017,1,1,Não,43.57,446.25,3,9,PE,Recife,UFRPE,13,740,Sim,5
Inovagro Jr,FEJEPE,2017,1,1,Não,43.57,2017.00,4,N/A,PE,Recife,UFRPE,13,740,Não,8
Click Júnior,Juniores,2016,1,2,Não,51.59,80.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,5
Click Júnior,Juniores,2016,1,2,Não,51.59,450.00,8,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,5
Click Júnior,Juniores,2016,1,2,Não,51.59,100.00,2,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,1
Click Júnior,Juniores,2016,1,2,Não,51.59,8000.00,2,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,2
Click Júnior,Juniores,2016,1,2,Não,51.59,200.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,5
Click Júnior,Juniores,2016,1,2,Não,51.59,120.00,1,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,5
Click Júnior,Juniores,2016,1,2,Não,51.59,540.00,5,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,4
Click Júnior,Juniores,2016,1,2,Não,51.59,450.00,2,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,3
Click Júnior,Juniores,2016,1,2,Não,51.59,540.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,5
Click Júnior,Juniores,2016,1,2,Não,51.59,60.00,4,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,6
Click Júnior,Juniores,2016,1,2,Não,51.59,459.00,6,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Sim,6
Click Júnior,Juniores,2016,1,2,Não,51.59,892.50,6,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Sim,6
Click Júnior,Juniores,2016,1,2,Não,51.59,1200.00,7,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,6
Click Júnior,Juniores,2016,1,2,Não,51.59,320.00,7,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,6
Click Júnior,Juniores,2016,1,2,Não,51.59,200.00,8,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,6
Click Júnior,Juniores,2016,1,2,Não,51.59,2360.00,3,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,7
Click Júnior,Juniores,2016,1,2,Não,51.59,320.00,2,N/A,ES,Alegre,Universidade Federal do Espírito Santo,18,83,Não,7
CPEn Jr,FEJERS,2018,N/A,1,Não,63.67,285.00,2,N/A,RS,Bagé,Universidade Federal do PAMPA,19,1253,Não,4
Ampla Consultoria Jr.,FEJEMG,2018,N/A,2,Não,33.5,135.00,3,N/A,MG,Juiz de Fora,Centro de Ensino Superior de Juiz de Fora (CES/JF),19,944,Não,5
Ampla Consultoria Jr.,FEJEMG,2018,N/A,2,Não,33.5,1340.00,7,N/A,MG,Juiz de Fora,Centro de Ensino Superior de Juiz de Fora (CES/JF),19,944,Não,4
Ampla Consultoria Jr.,FEJEMG,2018,N/A,2,Não,33.5,390.32,3,N/A,MG,Juiz de Fora,Centro de Ensino Superior de Juiz de Fora (CES/JF),19,944,Não,2
Ampla Consultoria Jr.,FEJEMG,2018,N/A,2,Não,33.5,1752.00,3,N/A,MG,Juiz de Fora,Centro de Ensino Superior de Juiz de Fora (CES/JF),19,944,Não,6
EJECT,RN Júnior,2010,4,4,Não,33.51,450.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,5
EJECT,RN Júnior,2010,4,4,Não,33.51,2000.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,1
EJECT,RN Júnior,2010,4,4,Não,33.51,2214.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,4
EJECT,RN Júnior,2010,4,4,Não,33.51,400.00,1,10,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,2
EJECT,RN Júnior,2010,4,4,Não,33.51,450.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,5
EJECT,RN Júnior,2010,4,4,Não,33.51,1500.00,2,10,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,5
EJECT,RN Júnior,2010,4,4,Não,33.51,1800.00,3,10,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,5
EJECT,RN Júnior,2010,4,4,Não,33.51,2800.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,3
EJECT,RN Júnior,2010,4,4,Não,33.51,12700.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,3
EJECT,RN Júnior,2010,4,4,Não,33.51,2000.00,3,10,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,3
EJECT,RN Júnior,2010,4,4,Não,33.51,2300.00,1,7,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,1
EJECT,RN Júnior,2010,4,4,Não,33.51,2000.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,6
EJECT,RN Júnior,2010,4,4,Não,33.51,2800.00,4,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,6
EJECT,RN Júnior,2010,4,4,Não,33.51,2100.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Sim,7
EJECT,RN Júnior,2010,4,4,Não,33.51,9000.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,8
EJECT,RN Júnior,2010,4,4,Não,33.51,2400.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,7
EJECT,RN Júnior,2010,4,4,Não,33.51,12000.00,6,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Sim,8
EJECT,RN Júnior,2010,4,4,Não,33.51,2240.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,7
EJECT,RN Júnior,2010,4,4,Não,33.51,2320.00,3,7,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Sim,4
EJECT,RN Júnior,2010,4,4,Não,33.51,2800.00,1,9,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,4
EJECT,RN Júnior,2010,4,4,Não,33.51,400.00,3,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Não,8
EJECT,RN Júnior,2010,4,4,Não,33.51,2100.00,2,N/A,RN,Natal,Universidade Federal do Rio Grande do Norte,35,50,Sim,8
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,264.00,6,10,SE,São Cristóvão,UFS,21,1168,Não,1
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,158.40,6,10,SE,São Cristóvão,UFS,21,1168,Não,2
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,2016.00,12,10,SE,São Cristóvão,UFS,21,1168,Não,2
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,1230.00,5,N/A,SE,São Cristóvão,UFS,21,1168,Não,5
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,294.00,3,9,SE,São Cristóvão,UFS,21,1168,Não,4
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,600.00,4,N/A,SE,São Cristóvão,UFS,21,1168,Não,3
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,264.00,2,10,SE,São Cristóvão,UFS,21,1168,Sim,6
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,680.00,6,9,SE,São Cristóvão,UFS,21,1168,Não,4
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,308.00,3,N/A,SE,São Cristóvão,UFS,21,1168,Não,6
STARTEQ Engenharia,SERJÚNIOR,2018,N/A,1,Não,17.92,336.00,4,N/A,SE,São Cristóvão,UFS,21,1168,Não,7
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,2600.00,3,N/A,DF,Brasília,UnB,78,21,Não,5
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,3000.00,3,N/A,DF,Brasília,UnB,78,21,Não,5
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,450.00,3,N/A,DF,Brasília,UnB,78,21,Não,1
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,5000.00,3,N/A,DF,Brasília,UnB,78,21,Não,2
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,8400.00,5,N/A,DF,Brasília,UnB,78,21,Não,2
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,3700.00,3,10,DF,Brasília,UnB,78,21,Não,2
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1200.00,3,N/A,DF,Brasília,UnB,78,21,Não,2
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,2500.00,3,6,DF,Brasília,UnB,78,21,Não,2
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,3300.00,3,N/A,DF,Brasília,UnB,78,21,Não,4
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1900.00,2,10,DF,Brasília,UnB,78,21,Não,4
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,2350.00,2,N/A,DF,Brasília,UnB,78,21,Não,4
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,2253.30,3,N/A,DF,Brasília,UnB,78,21,Sim,4
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1590.00,2,N/A,DF,Brasília,UnB,78,21,Não,3
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,4300.00,5,N/A,DF,Brasília,UnB,78,21,Não,3
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1100.00,4,N/A,DF,Brasília,UnB,78,21,Não,4
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1800.00,3,10,DF,Brasília,UnB,78,21,Não,3
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1650.00,3,N/A,DF,Brasília,UnB,78,21,Não,4
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1890.00,1,10,DF,Brasília,UnB,78,21,Não,2
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,675.00,3,10,DF,Brasília,UnB,78,21,Não,4
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,675.00,2,N/A,DF,Brasília,UnB,78,21,Não,5
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,4915.00,23,N/A,DF,Brasília,UnB,78,21,Não,6
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1290.00,4,N/A,DF,Brasília,UnB,78,21,Não,6
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,7900.00,3,10,DF,Brasília,UnB,78,21,Não,5
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,18600.00,4,N/A,DF,Brasília,UnB,78,21,Não,7
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,3000.00,3,N/A,DF,Brasília,UnB,78,21,Não,7
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,1950.00,3,N/A,DF,Brasília,UnB,78,21,Não,8
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,450.00,2,N/A,DF,Brasília,UnB,78,21,Não,7
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,4350.00,3,N/A,DF,Brasília,UnB,78,21,Não,7
Concreta Consultoria e Serviços,Concentro,2011,4,4,Não,15,660.00,3,N/A,DF,Brasília,UnB,78,21,Sim,7
Renova Jr.,FEJERS,2017,1,1,Não,35.5,1974.00,2,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,13,596,Não,5
Renova Jr.,FEJERS,2017,1,1,Não,35.5,500.00,1,N/A,RS,Porto Alegre,Universidade Federal do Rio Grande do Sul,13,596,Não,1
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,830.00,3,9,PR,Curitiba,UTFPR,24,347,Não,2
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,1200.00,2,N/A,PR,Curitiba,UTFPR,24,347,Não,2
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,3000.00,1,N/A,PR,Curitiba,UTFPR,24,347,Não,8
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,2200.00,2,N/A,PR,Curitiba,UTFPR,24,347,Não,4
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,650.00,2,N/A,PR,Curitiba,UTFPR,24,347,Não,8
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,2100.00,2,10,PR,Curitiba,UTFPR,24,347,Não,5
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,595.00,2,N/A,PR,Curitiba,UTFPR,24,347,Não,5
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,7540.00,5,N/A,PR,Curitiba,UTFPR,24,347,Sim,3
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,3480.00,4,N/A,PR,Curitiba,UTFPR,24,347,Não,6
Tetris Empresa Júnior ,FEJEPAR,2011,2,4,Não,24.64,3000.00,3,N/A,PR,Curitiba,UTFPR,24,347,Não,6
